#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference
617,121-2,MDM11,MDM11 47,,,18 44 51.57,-03 21 49.6,29.19,-0.07,WN7,MDM11,,,,,,,,,,,,14.22,12.23,11.13,,,,
618,121-3,MDM11,MDM11 48,,,18 44 51.61,-03 27 43.7,29.1,-0.12,WN7,MDM11,,,,,,,,,,,,13.81,11.87,10.73,,,,
695,121-11,KSF14,1525-2352,,,18 45 14.63,-02 05 05.7,30.37,0.427,WC8:,KSF14,,,,,,,,,,,,17.928,14.748,12.444,,,,
654,121-7,SCB12,SCB12 2w06,KSF14 1519-E43,,18 45 49.90,-02 59 56.3,29.624,-0.121,WC8; WC7,SCB12; KSF14,,,,,,,,,,,,16.25,13.2,11.27,,,,
696,121-12,KSF14,1530-8FA,,,18 46 00.97,-01 14 35.0,31.207,0.639,WN5,KSF14,,,,,,,,,,,,12.759,11.425,10.642,,,,
386,121a,VII,W43#1,AX J184738-0156,,18 47 36.00,-01 56 32.90,30.77,-0.03,WN7+a/OB?; WN7,BD99; AGK11,d.e.l.,BD99,,,,,,,,,,14.85,11.01,8.66,W 43 cluster,,7,SB78
565,121-5,SFZ12,SFZ12 1527-13L,SCB12 2w07,,18 47 38.33,-02 06 38.9,30.62,-0.12,WC8,SFZ12; SCB12,,,,,,,,,,,,16.48,12.8,10.44,,,,
655,121-8,SCB12,SCB12 2w08,,,18 47 57.34,-01 27 36.9,31.2,0.11,WC8,SCB12,,,,,,,,,,,,18.91,14.85,12.14,,,,
656,121-9,SCB12,SCB12 2w09,,,18 48 24.50,-02 06 16.2,30.7,-0.29,WC8,SCB12,,,,,,,,,,,,17.75,13.9,11.47,,,,
387,121-1,GK10; WM10,WM10 52,,,18 49 27.34,-01 04 20.80,31.75,-0.05,WN7h,GK10; WM10,,,,,,,,,17.15,,13.6,10.943,10.07,9.473,,,,
566,121-4,SFZ12; MDM11,SFZ12 1528-15L,MDM11 49,,18 49 32.31,-02 24 27.0,30.57,-0.68,WC7; WC8,"SFZ12, RC15; MDM11",,,,,,,,,,,,14.13,12.13,10.66,,,,
657,121-10,SCB12,SCB12 2w10,KSF14 1541-3C8,,18 50 02.77,-00 32 08.1,32.297,0.066,WC8,SCB12; KSF14,,,,,,,,,,,,16.68,14.12,12.23,,,,
697,121-13,KSF14,1541-197C,,,18 50 37.54,-00 01 21.1,32.819,0.171,WC8,KSF14,,,,,,,,,,,,14.744,13.328,11.638,,,,
567,121-6,SFZ12,SFZ12 1536-180L,,,18 51 10.77,-01 30 03.4,31.57,-0.63,WN5,SFZ12,,,,,,,,17.26,15.51,14.58,,10.42,9.76,9.34,,,,
698,121-14,KSF14,1544-FA4,,,18 51 33.08,-00 13 40.8,32.742,-0.129,WN5,KSF14,,,,,,,,,,,,13.50,12.24,10.83,,,,
725,122,CS99,NaSt1,,,18 52 17.55,00 59 44.3,33.915,0.264,WN,CS99,,,,16.9,15.4,,,,,,,9.86,8.24,6.28,,,,
568,122-6,SFZ12,SFZ12 1551-19L,,,18 52 32.97,+00 14 26.8,33.27,-0.14,WC8:,SFZ12,,,,,,,,,,,,16.91,13.62,11.78,,,,
703,122-12,KSF14,1553-9E8,,,18 52 33.12,00 47 41.8,33.766,0.115,WN9h,KSF14,,,,,,,,,,,,15.76,12.864,10.976,,,,
619,122-2,MDM11,MDM11 51,,,18 52 43.69,+00 08 41.5,33.21,-0.22,WN8-9; WN9,MDM11; RC15,,,,,,,,,,,,12.49,10.68,9.61,,,,
700,122-13,KSF14,1547-1488,,,18 52 57.20,+00 02 54.1,33.148,-0.315,WN5,KSF14,,,,,,,,,,,,13.956,12.254,11.159,,,,
702,122-14,KSF14,1553-15DF,,,18 53 02.56,01 10 22.7,34.159,0.178,WC8,KSF14,,,,,,,,,,nbsp,,17.779,14.803,12.065,,,,
620,122-3,MDM11,MDM11 52,,,18 54 03.12,+01 24 50.8,34.49,0.06,WN5-6; WN6,MDM11; RC15,,,,,,,,,,,,12.81,11.06,9.99,,,,
569,122-7,SFZ12,SFZ12 1563-66L,,,18 55 44.44,+01 36 43.9,34.86,-0.22,WC8:,SFZ12,,,,,,,,,,,,16.56,13.29,11.45,,,,
570,122-8,SFZ12,SFZ12 1563-89L,,,18 56 02.04,+01 36 32.9,34.89,-0.29,WC7:,SFZ12,,,,,,,,,,,,17.13,14.32,12.55,,,,
571,122-9,SFZ12,SFZ12 1567-51L,,,18 56 07.90,+02 20 49.0,35.56,0.03,WC7:,SFZ12,,,,,,,,,,,,14.72,12.27,10.87,,,,
665,122-11,FSZ14,WR1583-B73,UKIDSS 439036531671,,19 00 05.09,03 47 27.1,37.291,-0.192,WN6,"FSZ14, RHR18",,,,,,,,,,,,16.46,13.64,11.82,,,,
750,122-16,RHR18,RHR18 #29,UKIDSS 439036535386,,19 00 11.04,+03 47 34.8,37.304,0.213,WN8-9h,RHR18,,,,,,,,,,,,13.79,10.81,9.12,,,,
661,122-1,CVM10,IPHAS J190015.86+000517.3,,,19 00 15.86,+00 05 17.3,34.017,-1.923,WC8,CVM10,,,,,,,,,,14.94,,12.18,11.3,10.3,,,,
572,122-10,SFZ12,SFZ12 1583-64L,,,19 00 59.99,+03 55 35.6,37.52,-0.33,WC7:,SFZ12,,,,,,,,,,,,17.49,14.8,12.79,,,,
573,122-4,SFZ12; MDM11,SFZ12 1583-48L,MDM11 53,,19 01 26.62,+03 51 55.55,37.51,-0.46,WC8,SFZ12; MDM11,,,,,,,,,,,,14.7,12.67,11.25,,,,
574,122-5,SFZ12; MDM11,SFZ12 1583-47L,MDM11 54,,19 01 27.11,+03 51 54.4,37.51,-0.46,WC8,SFZ12; MDM11,,,,,,,,,,,,14.25,12.27,10.99,,,,
704,122-15,KSF14,1602-9AF,,,19 02 42.32,06 54 44.4,40.365,0.657,WN6,KSF14,,,,,,,,,,18.46,,13.109,11.619,11.05,,,,
388,123,VII,HD 177230,HIP 93626,,19 03 59.02,-04 19 01.90,30.51,-4.75,WN8o,SSM96,"SB1?, no d.e.l.","MS86,CM89,MM98,MMH98,MMEv98,VII",11.93,11.69,11.26,10.96,11.32,11.6,11.12,,,9.524,9.282,8.917,,,,
705,123-6,KSF14,1603-11AD,,,19 04 20.14,06 07 52.2,39.856,-0.061,WN5,KSF14,,,,,,,,,,,,16.131,13.635,12.156,,,,
575,123-4,SFZ12,SFZ12 1603-75L,,,19 04 33.49,+06 05 18.5,39.84,-0.13,WC8,SFZ12,,,,,,,,,,,,16.31,14.38,13.68,,,,
706,123-7,KSF14,1609-1C95,,,19 06 10.68,07 19 13.3,41.123,0.078,WC9,KSF14,,,,,,,,,,,,18.406,15.069,11.927,,,,
389,123-2,SM09,SMG09 1613_21,,2MASS J19063653+0729524,19 06 36.53,+07 29 52.40,41.33,0.07,WCE,SMG09,,,,,,,,,,,,14.24,12.65,11.61,,,,
390,123-1,HD07,HDM14,,,19 08 17.98,+08 29 10.60,42.4,0.15,WN6o,HD07,,,,,,,,,,,,10.592,9.47,8.707,,,,
621,123-3,MDM11,MDM11 55,,,19 08 38.09,+09 28 21.0,43.31,0.53,WN8,MDM11,,,,,,,,,,,,12.22,10.81,9.94,,,,
709,123-8,KSF14,1629-14D6,,,19 10 06.40,09 45 25.7,43.733,0.339,WN9h,KSF14,,,,,,,,,,,,14.727,13.441,12.625,,,,
658,123-5,SCB12,SCB12 2w11,KSF14 1627-A6D,,19 10 11.53,08 58 39.6,43.1,-0.04,WC7,SCB12,,,,,,,,,,,,16.31,13.6,11.73,,,,
391,124,VII,209 BAC,HIP 94289,QR Sge,19 11 30.88,+16 51 38.20,50.2,3.31,WN8h,SSM96,"SB1?, no d.e.l.","MS86,CM89,BE89,MMEv98,VII",12.81,12.39,11.58,10.92,,12.19,11.5,,,8.578,8.179,7.732,,,,
723,124-1B,MDI09; FNT15,MDI09 GLIMPSE20 6,Mc20-8,2MASS J19122407+0957290,19 12 24.05,+09 57 29.1,44.17,-0.07,WC8; WC5-7,RC15; FNT15,,,,,,,,,,,,Nan,11.84,10.66,Mc20,,9.7,FNT15
392,124-1A,MDI09; FNT15,MDI09 GLIMPSE20 6,Mc20-10,2MASS J19122407+0957290,19 12 24.17,+09 57 28.6,44.17,-0.07,WC8; WC5-7,RC15; FNT15,,,,,,,,,,,,Nan,11.22,9.96,Mc20,,9.7,FNT15
710,124-13,KSF14,1635-AD8,,,19 13 19.19,09 55 29.0,44.248,-0.285,WN6,KSF14,,,,,,,,,,,,15.201,12.874,11.478,,,,
576,124-8,SFZ12,SFZ12 1650-96L,,,19 13 24.01,+11 43 24.3,45.85,0.53,WN6,SFZ12,,,,,,,,,,,,8.61,7.99,7.8,,,,
711,124-14,KSF14,1653-FFE,,,19 14 40.73,11 54 15.4,46.156,0.338,WN5-6,KSF14,,,,,,,,,,,,15.219,12.998,11.658,,,,
712,124-15,KSF14,1651-BB4,,,19 15 37.26,11 25 26.3,45.838,-0.089,WN5,KSF14,,,,,,,,,,,,15.825,13.21,11.778,,,,
713,124-16,KSF14,1647-1E70,,,19 15 52.52,11 12 59.7,45.683,-0.241,WC8:,KSF14,,,,,,,,,,,,17.531,15.095,12.565,,,,
577,124-3,SFZ12; MDM11,SFZ12 1657-51L,MDM11 56,,19 16 18.38,+12 46 49.2,47.12,0.39,WC7; WC8,"SFZ12, RC15; MDM11",,,,,,,,,,,,12.96,11.82,10.77,,,,
714,124-17,KSF14,1659-212,,,19 17 22.20,12 13 09.2,46.741,-0.097,WN9,KSF14,,,,,,,,,,,,13.436,10.891,9.527,,,,
578,124-9,SFZ12,SFZ12 1670-57L,,,19 17 32.79,+14 08 27.9,48.46,0.76,WC6:,SFZ12,,,,,,,,,,19.93,,13.9,12.72,11.67,,,,
579,124-4,SFZ12; MDM11,SFZ12 1652-24L,MDM11 57,,19 17 41.21,+11 29 18.9,46.13,-0.51,WC7,SFZ12; MDM11,,,,,,,,,,,,15.29,13,11.53,,,,
715,124-18,KSF14,1669-3DF,,,19 18 31.35,13 43 39.4,48.206,0.359,WN9h,KSF14,,,,,,,,,,,,12.788,11.035,9.966,,,,
580,124-10,SFZ12,SFZ12 1669-24L,,,19 18 31.71,+13 43 17.9,48.2,0.36,WC6:,SFZ12,,,,,,,,,,,,14.35,12.59,11.33,,,,
716,124-19,KSF14,1660-1169,,,19 20 02.46,12 08 20.3,46.976,-0.712,WC6:,KSF14,,,,,,,,,,,,14.652,13.293,12.076,,,,
622,124-5,MDM11,MDM11 58,,,19 20 29.32,+14 12 06.1,48.85,0.16,WC8-9d?,MDM11,,,,,,,,,,,,14.34,11.98,10.63,,,,
393,124-2,SM09,SMG09 1671_5,,2MASS J19204038+1350352,19 20 40.38,+13 50 35.20,48.55,-0.05,WC8,SMG09,,,,,,,,,,,,13.57,11.8,10.76,,,,
666,124-12,FSZ14,WR1667-D00,,,19 20 50.49,13 18 41.1,48.102,-0.334,WN7,FSZ14,,,,,,,,,,,,14.687,12.951,11.947,,,,
581,124-6,SFZ12; MDM11,SFZ12 1675-17L,MDM11 59,,19 22 53.61,+14 08 50.0,49.07,-0.38,WC7; WC6,"SFZ12, MDM11; RC15",,,,,,,,,,,,12.67,10.91,9.68,,,,
582,124-7,SFZ12; MDM11,SFZ12 175-10L,MDM11 60,,19 22 54.45,+14 11 27.9,49.11,-0.36,WC8; WC7,"SFZ12, RC15; MDM11",,,,,,,,,,,,12.83,11.02,9.58,,,,
583,124-11,SFZ12,SFZ12 1698-70L,,,19 24 46.90,+17 14 25.0,52.01,0.68,WN6; WN6b,SFZ12; RC15,,,,,,,,,,,,12.65,11.19,10.25,,,,
717,124-20,KSF14,1697-38F,,,19 25 18.12,17 02 15.9,51.895,0.477,WC9,KSF14,,,,,,,,,,18.74,,12.966,11.176,9.922,,,,
718,124-21,KSF14,1702-23L,,,19 26 08.35,17 46 23.1,52.637,0.651,WC8,KSF14,,,,,,,,20.44,17.29,16.15,,11.86,10.97,10.21,,,,
719,124-22,KSF14,1695-2B7,,,19 27 17.98,16 05 24.6,51.289,-0.394,WC9,KSF14,,,,,,,,,,,,13.012,11.089,9.641,,,,
394,125,VII,IC14-36,GSC 1609-0416,V378 Vul,19 28 15.57,+19 33 21.10,54.44,1.06,WC7ed+O9III,WH94,SB2,"MS86,WH92,WH94,Wi97,Wi02",15.66,14.84,13.52,12.68,,,,,,9.298,8.74,8.214,,,,
623,125-4,MDM11,MDM11 61,,,19 30 05.30,+17 46 01.0,53.08,-0.18,WN7,MDM11,,,,,,,,,,,,12.71,11.07,9.14,,,,
395,125-3,HKB10,Mercer 23 #2,,,19 30 13.82,+18 32 00.33,53.77,0.16,WN7-8h; WN7ha,"HKB10, FND13; RC15",,,,,,,,,,,,8.646,7.835,7.332,Mercer 23,,6.5,HK10
662,125-2,CVM10,IPHAS J193038.84+183909.8,,,19 30 38.84,+18 39 09.8,53.922,0.13,WN8-9,VCM10,,,,,,,,,,13.26,,8.21,7.28,6.6,,,,
396,125-1,HD07,HDM15,,,19 33 44.02,+19 22 47.50,54.91,-0.16,WC8,HD07,,,,,,,,16.3,,13.7,,10.196,9.607,9.074,,,,
397,126,VII,ST 2,GSC 2146-2748,ST 2,19 39 56.20,+26 34 42.00,61.89,2.11,WC5/WN,CV90,,,14.45,13.99,13.29,12.82,,,,12.6,,10.703,10.397,10.09,,Vul OB2:,,
398,127,VII,HD 186943,HIP 97281,,19 46 15.94,+28 16 19.10,64.06,1.73,WN3b+O9.5V,SSM96,SB2,"Ma81,MS86,SM89,LM96, MMH98",10.61,10.48,10.33,10.22,9.86,10.56,10.29,,,9.182,9.015,8.761,,Vul OB2:,,
400,129,VII,MR 96,GSC 2669-4572,Sey 1,19 48 18.25,+30 26 52.10,66.16,2.44,WN4o,SSM96,,,14.13,13.82,13.27,12.86,,,,,,11.083,10.72,10.404,,,,
399,128,VII,HD 187282,HIP 97456,,19 48 32.20,+18 12 03.70,55.62,-3.79,WN4(h),SSM96,SB2?,"La83,AC85,MS86,CM89",10.43,10.53,10.54,10.57,9.59,10.49,10.44,,,9.969,9.836,9.623,,,,
401,130,VII,LS 16,GSC 2670-1448,,19 59 12.68,+31 27 09.70,68.22,0.98,WN8(h),SSM96,,MMEv98,14.61,13.78,12.6,11.675,14.16,13.68,12.14,,,Nan,Nan,Nan,,,,
402,131,VII,MR 97,HIP 98466,IC14-52,20 00 19.12,+33 15 51.10,69.9,1.71,WN7h+abs,SSM96,"a, d.e.l.","CM89,VII",13.56,13.09,12.36,11.82,12.93,13.05,12.08,,,9.516,9.148,8.855,,,,
403,132,VII,,GSC 2674 1901,HD 190002,20 01 39.75,+32 34 18.10,69.46,1.1,WC6+?,VI,SB1,BF83,14.68,14.19,13.49,13.13,13.83,13.42,12.67,12.2,,10.178,9.855,9.046,,,,
404,133,VII,HD 190918,HIP 99002,,20 05 57.33,+35 47 18.20,72.65,2.06,WN5o+O9I,SSM96,"SB2, VB","SM89,Be94,UH94,Be95,Hip97,MMH98,NG99a",6.79,6.7,6.7,6.71,6.2,6.9,6.77,,,6.319,6.315,6.247,NGC 6871,,2.1,LS84
405,134,VII,HD 191765,HIP 99377,,20 10 14.20,+36 10 35.10,73.45,1.55,WN6b,SSM96,"SB1?, no d.e.l","MS86,CM89,RM89,MM93,McB94,MMH98,MM99,NG99a,VII",8.46,8.43,8.23,8.07,7.58,8.25,7.99,,,6.72,6.52,6.16,,Cyg OB3:,,
406,135,VII,,HIP 99525,HD 192103,20 11 53.53,+36 11 50.60,73.65,1.28,WC8,VI,,"MS86,NG99a,LD00",8.44,8.33,8.36,8.43,7.78,8.32,8.09,,,7.232,7.113,6.663,,Cyg OB3:,,
407,136,VII,HD 192163,HIP 99546,,20 12 06.55,+38 21 17.80,75.48,2.43,WN6b(h),SSM96,"SB1?, no d.e.l.","KF80,AC85,As82,VA85,MS86,CM89,RM89,SS96,NG99a,VII",7.92,7.88,7.65,7.47,7.05,7.65,7.44,,,6.127,5.899,5.561,,Cyg OB1:,,
408,137,VII,,HIP 99769,HD 192641,20 14 31.77,+36 39 39.60,74.33,1.09,WC7pd+O9,"SS90,WK01",SB2,"MS86,An95,Wi97,NG99a,WH99,An00,WK01,Wi02",8.51,8.29,8.15,8.08,7.71,8.27,7.92,,,6.98,6.767,6.185,Do 3?,Cyg OB1?,,
409,138,VII,HD 193077,HIP 99982,,20 17 00.03,+37 25 23.80,75.23,1.11,WN5o+B?; WN6o,SSM96; CW11,"SB2, VB","LM82,MS86,An91,Hip97,MMH98,NG99a",8.54,8.32,8.1,7.95,7.75,8.43,8.06,,,6.965,6.796,6.581,,Cyg OB1:,,
410,138-1,GF09; VCM10,HBHA 4202-22,WR138a,IPHAS J201708.12+410727.0,20 17 08.12,+41 07 27.00,78.32,3.15,WN8-9h,GF09; VCM10,,,,,,,,17.25,15.44,13.5,,10.152,9.265,8.649,,,,
411,139,VII,HD 193576,HIP 100214,V444 Cyg,20 19 32.42,+38 43 54.00,76.6,1.43,WN5o+O6III-V,SSM96,SB2,"MS86,SM89,RM90,MMK94,Hip97,MMH98,NG99a",8.84,8.48,8.1,7.85,8.02,8.52,8,,,6.697,6.52,6.327,Be 86:,Cyg OB1?,1.7,Fo81
412,140,VII,,HIP 100287,HD 193793,20 20 27.98,+43 51 16.30,80.93,4.18,WC7pd+O4-5,WH90,"SB2, VB","MS86,WHW87,ML87,SM89,WH90,An95,HaM99,NG99a,Wi02",7.64,7.34,7.07,6.91,6.9,7.34,6.87,,,5.55,5.43,5.04,,,,
413,141,VII,HD 193928,HIP 120155,,20 21 31.73,+36 55 12.80,75.33,0.08,WN5o+O5V-III,SSM96,SB2,"MS86,SM89,GM91,LM96,MMEe98,IV99",11.43,10.85,10.14,9.53,10.71,10.66,9.68,,,7.339,6.929,6.535,,Cyg OB1,,
414,142,VII,Sand 5,GSC 2684-0001,Sand 5,20 21 44.36,+37 22 30.30,75.73,0.3,WO2,CDB98,,,15.91,15.21,13.82,12.94,14.1,14.39,12.96,12.52,,9.538,8.889,8.596,Be 87:,,0.95,TF82
415,142a,VIIA,PCG02 1,,NGC 6910-MS21,20 24 06.20,+41 25 33.00,79.31,2.25,WC8,PGC02,,,,,,,,,,14.7,,9.273,8.092,7.122,,,,
629,142-1,LGM11,HBHalpha 4203-27,USNO-B1.0 1336-0379707,WR142b,20 28 14.54,43 39 25.6,81.57,2.91,WN6o,LGM11,,,,,,,,15.7,,12.7,,8.77,7.86,7.19,,,,
416,143,VII,,GSC 3152-1081,HD 195177,20 28 22.68,+38 37 18.90,77.5,-0.05,WC4+OB?,SS90,d.e.l.,"CM89,VII",13.97,13.16,11.95,11.17,13.42,12.67,11.46,,,8.579,8.102,7.458,,,,
417,144,VII,HM19-1,,HM19-1,20 32 03.10,+41 15 19.90,80.04,0.93,WC4,HH88,,,,,15.49,14.45,,,,13.5,,9.407,8.593,7.71,,Cyg OB2-600?,1.7,MA01
418,145,VII,AS 422,MR 111,V1923 Cyg,20 32 06.28,+40 48 29.70,79.69,0.66,WN7o/CE+?,SSM96,SB1,"RC89,SM89",15.37,14.18,12.55,11.37,,,12.3,11.1,,7.373,6.714,6.239,,Cyg OB2?,,
419,145a,VII,Cyg X-3,,,20 32 26.60,+40 57 09.00,79.84,0.69,WNE+cc,"KC92,HS00",SB1,"KB89,KC92,Ke93,CM94,KG96,MM96,SG96,HS00",,,23.9,,,,,,,15.309,13.192,11.921,,,,
420,146,VII,MR 112,GSC 3161-1125,HM19-3,20 35 47.09,+41 22 44.71,80.56,0.45,WC4; WC5; WC6+O8,SS90; CDB98; DW00,"SB2, VB","DW96,NS98,SB00",,16.29,13.91,12.27,,,,,,7.069,6.24,5.49,,,,
421,147,VII,AS 431,NS 6,,20 36 43.65,+40 21 07.32,79.85,-0.32,WN8(h)+B0.5V,SSM96; WD97,"SB2, VB","WD97,NS98,SB01",,17.04,14.89,12.75,,,,11.6,,6.012,4.856,4.107,,,,
422,148,VII,HD 197406,HIP 102088,AS 438,20 41 21.55,+52 35 15.20,90.08,6.47,WN8h+,SSM96,"SB1, d.e.l.","MS80,DL86,MS86,CM89,Mo92,Hip97,MMEv98,PA00,VII",11.08,10.82,10.46,10.16,10.42,10.77,10.21,,,8.759,8.533,8.318,,,,
423,149,VII,St 4,GSC 3592-6255,,21 07 11.68,+48 25 36.20,89.53,0.65,WN5o,SSM96,,,,15.9,14.7,13.92,,,,12.9,,10.615,10.057,9.609,,,,
424,150,VII,ST 5,GSC 3616-1163,ST 5,21 50 05.57,+50 42 24.80,96.13,-2.48,WC5,HH88,,,14.21,14,13.47,13.7,,,,12.9,,10.723,10.313,9.602,,,,
425,151,VII,CX Cep,GSC 3977-0446,,22 09 33.47,+57 44 30.70,102.66,1.39,WN4o+O5V,SSM96,SB2,"MC81,SM89,SH89,LM93",13.42,13.02,12.37,11.89,12.78,12.91,12.12,11.4,,9.76,9.364,9.008,,,,
426,152,VII,HD 211564,GSC 3986-2068,,22 16 24.05,+55 37 37.20,102.23,-0.89,WN3(h),SSM96,,,11.83,11.84,11.67,11.75,,,,,,10.486,10.316,10.044,,Cep OB1:,,
427,153,VII,HD 211853,HIP 110154,,22 18 45.61,+56 07 33.90,102.78,-0.65,WN6o/CE+O6I,SSM96,SB2+SB2,"Ma81,MS86,SM89,PS90,An94,LM96,NG99a,PA00",9.56,9.35,9.08,8.9,8.87,9.41,9.01,,,7.781,7.599,7.413,,Cep OB1:,,
428,154,VII,,HIP 110836,HD 213049,22 27 17.82,+56 15 11.80,103.85,-1.18,WC6,VI,,,12.12,11.9,11.54,11.39,,,,,,9.301,9.007,8.287,,Cep OB1:,,
429,155,VII,CQ Cep,HIP 111633,HD 214419,22 36 53.96,+56 54 21.00,105.32,-1.29,WN6o+O9II-Ib,SSM96,SB2,"SB84,MS86,SM89,MM95,HH97,Hip97,MMH98,NG99a",9.19,9.03,8.75,8.58,8.44,9.26,8.83,,,7.482,7.34,7.161,,Cep OB1:,,
430,156,VII,MR 119,HIP 113569,AC+60 38562,23 00 10.13,+60 55 38.40,109.82,0.92,WN8h,SSM96,d.e.l.,"MS86,CM89,MMH98,MMEv98,VII",12.43,11.92,11.09,10.46,11.85,12.18,11.01,,,7.938,7.443,7.03,,,,
431,157,VII,HD 219460,HIP 114791,,23 15 12.41,+60 27 01.90,111.33,-0.24,WN5o(+B1II),SSM96,VB,"HH88,Hip97,MMH98,NG99a",10.82,10.37,9.91,9.63,10.72,11.11,10.5,,,Nan,Nan,Nan,Ma 50,,3.6,MA01
432,158,VII,MR 112,HIP 117034,AS 513,23 43 30.60,+61 55 48.10,115.03,0.1,WN7h,SSM96,d.e.l.,"CM89,AV92,VII",12.58,12.21,11.46,10.95,12.02,12.2,11.24,,,8.638,8.201,7.811,,,,
433,159,VIIA,BCC 1,BD+62 2296B,,23 47 20.40,+63 13 14.00,115.79,1.24,WN4,Ne03,,,,,,,,,11.2,,,Nan,Nan,Nan,,,,